"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","Age"
1545,1950,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",97,64
1548,1988,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Idealist","Yes","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","No","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",58,26
1550,1962,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",95,52
1552,1991,"Female","$25,001 - $50,000","Single (no kids)","Current K-12","Republican","Yes","Yes","Yes","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes",52,23
1553,1997,"Female","over $150,000","Single (no kids)","Current K-12","Other","No","Yes","No","No","No","No","Public","No","No","Yes","Yes","No","No","Yes","Art","Study first","Yes","Yes","No","No","Receiving","No","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","No","No",101,17
1558,1972,"Male","$75,000 - $100,000","Married (no kids)","Associate's Degree","Independent","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",96,42
1560,1978,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","Yes","TMI","No","No","Talk","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",94,36
1562,1993,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","No","No","Yes","Yes","Yes","Yes","Only-child","No","No","Yes",98,21
1565,1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","No","No","No","Receiving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","Yes","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes",79,18
1566,1977,"Female","under $25,000","Single (no kids)","High School Diploma","Independent","No","No","Yes","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","No","Art","Try first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","No","No",101,37
1572,1962,"Female","$100,001 - $150,000","Married (w/kids)","Current K-12","Republican","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",100,52
1576,1954,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",101,60
1578,1992,"Female","$25,001 - $50,000","Married (w/kids)","Current Undergraduate","Independent","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",101,22
1582,1995,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Republican","No","No","Yes","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","No","Yes","No","Demanding","No","Mac","No","Cautious","No","Umm...","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No",101,19
1591,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian","Yes","Yes","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","Yes","No","No","Yes","Yes","No","Yes",84,22
1592,1953,"Male","under $25,000","Single (no kids)","High School Diploma","Libertarian","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","No","Yes","Mysterious","No","Yes","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No",99,61
1593,1962,"Male","$75,000 - $100,000","Married (w/kids)","Current Undergraduate","Independent","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","A.M.","No","Start","Yes","No","Circumstances","No","Yes","No","No","No","TMI","Yes","No","Talk","People","Yes","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",93,52
1594,1960,"Female","$50,000 - $74,999","Domestic Partners (w/kids)","Bachelor's Degree","Independent","Yes","Yes","Yes","No","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",88,54
1602,1990,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",86,24
1604,1965,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","Yes","Tunes","People","No","Yes","No","No","Yes","Supportive","Yes","PC","No","Risk-friendly","Yes","Umm...","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","No","Yes","Yes","No","No","Yes",29,49
1605,1993,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Right","No","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","No","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Mom","No","No","Yes","No","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","No",72,21
1607,1996,"Male","over $150,000","Domestic Partners (w/kids)","Current K-12","Independent","Yes","No","Yes","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","No","No","Yay people!","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",85,18
1617,1996,"Male","$75,000 - $100,000","Married (w/kids)","Current K-12","Independent","No","Yes","No","No","No","Yes","Private","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",88,18
1619,1974,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","No","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","No","Yes","Circumstances","No","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No",100,40
1621,1947,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",97,67
1628,1995,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Independent","No","No","Yes","No","No","No","Private","Yes","No","No","No","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",92,19
1630,1976,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Independent","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",101,38
1632,1977,"Male","$75,000 - $100,000","Married (no kids)","Current Undergraduate","Democrat","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","No","No","Yes","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",62,37
1633,1988,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Private","Yes","Yes","No","No","No","No","Yes","Science","Try first","No","No","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","No","Yes","Me","Yes","No","Yes","No","No","Mysterious","Yes","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",54,26
1636,1976,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Democrat","No","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Talk","People","No","No","No","No","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes",50,38
1647,1971,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","No","Yes","Yes","Yes","Receiving","No","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","No","Yes","Yes","A.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","No","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","No","No","No","Yes","Yes","No","No",37,43
1648,1971,"Male","$75,000 - $100,000","Single (no kids)","High School Diploma","Independent","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",96,43
1657,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","No","Start","Yes","No","Me","Yes","Yes","No","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",91,23
1658,1954,"Female","$100,001 - $150,000","Married (no kids)","Master's Degree","Independent","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",92,60
1667,1997,"Female","over $150,000","Domestic Partners (w/kids)","Current K-12","Independent","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","No","No","No","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","No","No","No","Yes","A.M.","Yes","Start","No","No","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Umm...","Yes","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","No","No","No","Only-child","Yes","No","No",31,17
